player_name,player_role,cost_cr,cost_usd_000,base_price_inr,is_retained,current_team,prev_team_2022,is_sold,price_bucket,is_overseas_inferred,player_origin,base_price_cr,price_multiplier,team_changed
Himanshu Bisht,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Mickil Jaiswal,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
G.Aniketh Reddy,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Atit Sheth,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
M. Siddharth,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Tanay Thyagarajann,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Sumeet Verma,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Sanjay Yadav,All-Rounder,0.0,0.0,2000000,False,Unsold,Mumbai Indians,False,Unsold / Retained,False,Indian,0.2,,False
Ajitesh Guruswamy,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Yash Kothari,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Suresh Kumar,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Kumar Kushagra,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Anmol Malhotra,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Robin Minz,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Agniv Pan,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Priyesh Patel,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Mitesh Patel,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Abishek Porel,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Bharat Sharma,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Vivek Singh,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Abhijeet Tomar,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,Kolkata Knight Riders,False,Unsold / Retained,False,Indian,0.2,,False
Basit Bashir,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Nandre Burger,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,True,Overseas,0.2,,False
Rasikh Dar,Bowler,0.0,0.0,2000000,False,Unsold,Kolkata Knight Riders,False,Unsold / Retained,False,Indian,0.2,,False
Sakib Hussain,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Waseem Khanday,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ravi Kiran Majeti,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Lukman Hussain Meriwala,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Anuj Raj,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ankit Singh Rajpoot,Bowler,0.0,0.0,2000000,False,Unsold,Lucknow Super Giants,False,Unsold / Retained,False,Indian,0.2,,False
Prince Yadav,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Prithviraj Yarra,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Mushtaq Beg,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Rocky Bhasker,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Sanjith Devaraj,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Allah Mohammad,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,True,Overseas,0.2,,False
Lalit Mohan,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Bhuwan Rohilla,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Aman Sharma,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Manav Suthar,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Tom Curran,All-Rounder,0.0,0.0,7500000,False,Unsold,,False,Unsold / Retained,True,Overseas,0.75,,False
Moises Henriques,All-Rounder,0.0,0.0,10000000,False,Unsold,,False,Unsold / Retained,False,Indian,1.0,,False
Afif Hossain,All-Rounder,0.0,0.0,5000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.5,,False
Scott Kuggeleijn,All-Rounder,0.0,0.0,5000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.5,,False
Sisanda Magala,All-Rounder,0.0,0.0,5000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.5,,False
Craig Overton,All-Rounder,0.0,0.0,20000000,False,Unsold,,False,Unsold / Retained,False,Indian,2.0,,False
Darcy Short,All-Rounder,0.0,0.0,7500000,False,Unsold,,False,Unsold / Retained,False,Indian,0.75,,False
Dhananjaya Silva,All-Rounder,0.0,0.0,5000000,False,Unsold,,False,Unsold / Retained,True,Overseas,0.5,,False
Dunith Wellalage,All-Rounder,0.0,0.0,5000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.5,,False
Varun Aaron,Bowler,0.0,0.0,5000000,False,Unsold,Gujarat Titans,False,Unsold / Retained,False,Indian,0.5,,False
Sheldon Cottrel,Bowler,0.0,0.0,5000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.5,,False
Nathan Coulter-Nile,Bowler,0.0,0.0,1500000,False,Unsold,Rajasthan Royals,False,Unsold / Retained,True,Overseas,0.15,,False
Daryn Dupavillon,Bowler,0.0,0.0,5000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.5,,False
Matt Henry,Bowler,0.0,0.0,10000000,False,Unsold,,False,Unsold / Retained,False,Indian,1.0,,False
Dhawal Kulkarni,Bowler,0.0,0.0,5000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.5,,False
Tymal Mills,Bowler,0.0,0.0,20000000,False,Unsold,Mumbai Indians,False,Unsold / Retained,False,Indian,2.0,,False
David Payne,Bowler,0.0,0.0,7500000,False,Unsold,,False,Unsold / Retained,False,Indian,0.75,,False
Barinder Sran,Bowler,0.0,0.0,5000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.5,,False
Glenton Stuurman,Bowler,0.0,0.0,5000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.5,,False
Anirudh Balachander,Batsman,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Gourav Choudhary,Batsman,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Saurav Chuahan,Batsman,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Kumar Deobrat,Batsman,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Chirag Gandhi,Batsman,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Arman Jaffer,Batsman,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Madhav Kaushik,Batsman,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Priyank Panchal,Batsman,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ayush Pandey,Batsman,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Rohan Patil,Batsman,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Sanjay Ramaswamy,Batsman,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Siddharth Yadav,Batsman,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Rehan Ahmed,All-Rounder,0.0,0.0,4000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.4,,False
Prayas Barman,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Rahul Buddhi,All-Rounder,0.0,0.0,2000000,False,Unsold,Mumbai Indians,False,Unsold / Retained,False,Indian,0.2,,False
Vaisakh Chandran,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Writtick Chatterjee,All-Rounder,0.0,0.0,2000000,False,Unsold,Punjab Kings,False,Unsold / Retained,False,Indian,0.2,,False
Prashant Chopra,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Harsh Dubey,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Tanush Kotian,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ninad Rathva,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
B. Surya,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Jordan Thompson,All-Rounder,0.0,0.0,4000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.4,,False
Shivank Vashisth,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ankush Bains,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Christopher Benjamin,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Connor Esterhuizen,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Mohd Arslan Khan,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Mamidi Krishna,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Fazil Makaya,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Akshdeep Nath,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Deepak Punia,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ateev Saini,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Bipin Saurabh,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
B.R. Sharath,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Yashovardhan Singh,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Lakshay Thareja,Wicket-Keeper,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Mohit Avasthi,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ottneil Baartman,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Gurnoor Singh Brar,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Shahrukh Dar,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Thomas Helm,Bowler,0.0,0.0,4000000,False,Unsold,,False,Unsold / Retained,True,Overseas,0.4,,False
Pankaj Jaswal,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Venkatesh Muralidhara,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Geet Puri,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
E. Sanketh,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ajay Sarkar,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ashok Sharma,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Kanwar Singh,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Fabian Allen,All-Rounder,0.0,0.0,5000000,False,Unsold,Mumbai Indians,False,Unsold / Retained,False,Indian,0.5,,False
Carlos Brathwaite,All-Rounder,0.0,0.0,7500000,False,Unsold,,False,Unsold / Retained,False,Indian,0.75,,False
Roston Chase,All-Rounder,0.0,0.0,10000000,False,Unsold,,False,Unsold / Retained,False,Indian,1.0,,False
Rahkeem Cornwall,All-Rounder,0.0,0.0,10000000,False,Unsold,,False,Unsold / Retained,False,Indian,1.0,,False
Karim Janat,All-Rounder,0.0,0.0,5000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.5,,False
Keshav Maharaj,All-Rounder,0.0,0.0,5000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.5,,False
Pawan Negi,All-Rounder,0.0,0.0,5000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.5,,False
Keemo Paul,All-Rounder,0.0,0.0,5000000,False,Unsold,,False,Unsold / Retained,True,Overseas,0.5,,False
Shivam Chaudhary,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ashwin Das,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
James Fuller,All-Rounder,0.0,0.0,4000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.4,,False
Chirag Jani,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Akshay Karnewar,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Bhagmender Lather,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Lone Muzaffar,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Pulkit Narang,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Rohit Rayudu,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Sameer Rizvi,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Tunish Sawkar,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Auqib Dar,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Mukhtar Hussain,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ashwani Kumar,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Hemant Kumar,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Nathan McAndrew,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,True,Overseas,0.2,,False
Rajesh Mohanty,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ravi Sharma,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Vikash Singh,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ruben Trumpelmann,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Koushik Vasuki,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Vasu Vats,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Shubham Agrawal,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Baba Aparajith,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Anshul Kamboj,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Azim Kazi,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Dev Lakra,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Jitender Pal,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ritwik Roy Chowdhury,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,True,Overseas,0.2,,False
Utkarsh Singh,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Shubham Singh,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Avneesh Sudha,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Asad Jamil Ahmed,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Bandaru Ayyappa,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Aashish Bhatt,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
McKenny Clarke,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Shubham Kapse,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Gourav Koul,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Raunak Kumar,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Trilok Nag,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Atal Bihari Rai,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ramon Simmonds,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Rajeev Singh,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Mohd. Wasim,Bowler,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Atharva Ankolekar,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Khizar Dafedar,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Naman Dhir,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Sahil Dhiwan,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Sampark Gupta,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Jordan Hermann,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Hayden Kerr,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Salman Khan,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Sairaj Patil,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Divyaansh Saxena,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Purnank Tyagi,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Prince Yadav,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Deepraj Gaonkar,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Shubham Garhwal,All-Rounder,0.0,0.0,2000000,False,Unsold,Rajasthan Royals,False,Unsold / Retained,False,Indian,0.2,,False
Benny Howell,All-Rounder,0.0,0.0,4000000,False,Unsold,Punjab Kings,False,Unsold / Retained,False,Indian,0.4,,False
Deepesh Nailwal,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Arjun Rapria,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Shashwat Rawat,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Sumit Ruikar,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Shivam Sharma,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Rajandeep Singh,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Anunay Singh,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Digvesh Singh,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Pranshu Vijayran,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Prerit Dutta,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ramakrishna Ghosh,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Shubhang Hegde,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Shamshuzama Kazi,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Ayaz Khan,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Amit Pachhara,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Akul Pandove,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Garv Sangwan,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Shubham Sharma,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Amit Yadav,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Amit Ali,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Rishabh Chauhan,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Matthew Forde,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Sammar Gajjar,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Rajneesh Gurbani,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Divyansh Joshi,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,True,Overseas,0.2,,False
Dhruv Patel,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Jack Prestwidge,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Aditya Sarvate,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Sagar Solanki,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
Prenelan Subrayen,All-Rounder,0.0,0.0,2000000,False,Unsold,,False,Unsold / Retained,False,Indian,0.2,,False
